trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2021070807001,2021-07-08,4,INDU:IND,34315.1,down,-1,33900.343183232595,34729.8568167674,2021-07-15,33900.3431832326,34729.8568167674,0.01208671450082921,2.4110513910149907,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807002,2021-07-08,4,SPX:IND,4308.45,down,-1,4264.444938812349,4352.45506118765,2021-07-15,4264.44493881235,4352.45506118765,0.010213664122282973,22.724658778128184,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807003,2021-07-08,4,VTI:US,222.35,down,-1,219.532735503309,225.167264496691,2021-07-15,219.532735503309,225.167264496691,0.012670404752376907,354.95424770181916,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807004,2021-07-08,4,RSP:US,149.29,down,-1,146.71879490380798,151.861205096192,2021-07-15,146.718794903808,151.861205096192,0.017222888982463713,388.92268900719534,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807005,2021-07-08,4,DGRO:US,50.32,down,-1,49.6535732355323,50.9864267644677,2021-07-15,49.6535732355323,50.9864267644677,0.013243775128531476,1500.5399742591846,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807006,2021-07-08,14,CCMP:IND,14511.2,up,1,14736.1845775541,14286.215422445901,2021-07-15,14286.2154224459,14736.1845775541,0.01550420210279646,4.444749106233911,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807007,2021-07-08,14,NDX:IND,14671.06,up,1,14897.1063538221,14445.013646177898,2021-07-15,14445.0136461779,14897.1063538221,0.01540763610959961,4.423871401115347,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807008,2021-07-08,14,SPX:IND,4308.45,up,1,4352.45506118765,4264.444938812349,2021-07-15,4264.44493881235,4352.45506118765,0.010213664122282973,22.724658778128184,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807009,2021-07-08,14,VTI:US,222.35,down,-1,219.532735503309,225.167264496691,2021-07-15,219.532735503309,225.167264496691,0.012670404752376907,354.95424770181916,2021-07-08 20:50:19,2021-07-08 20:50:00
V2021070807010,2021-07-08,14,IWF:US,275.09,up,1,279.316962787568,270.86303721243195,2021-07-15,270.863037212432,279.316962787568,0.015365744983707241,236.57648535281953,2021-07-08 20:50:19,2021-07-08 20:50:00
