trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2024032607001,2024-03-26,4,VTI:US,257.62,down,-1,254.562495842148,260.677504157852,2024-04-02,254.562495842148,260.677504157852,0.01186827170969651,327.06415048754303,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607002,2024-03-26,4,USMV:US,82.41,down,-1,81.5628126941146,83.2571873058854,2024-04-02,81.5628126941146,83.2571873058854,0.010280151752037447,1180.3765153856825,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607003,2024-03-26,4,RSP:US,166.2,up,1,168.383031001548,164.01696899845197,2024-04-02,164.016968998452,168.383031001548,0.013134963908231212,458.07869851178555,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607004,2024-03-26,4,DGRO:US,57.08,down,-1,56.22424856828,57.93575143172,2024-04-02,56.22424856828,57.93575143172,0.01499214141065175,1168.5636306679248,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607005,2024-03-26,5,EFV:US,54.15,down,-1,53.54047664679,54.75952335321,2024-04-02,53.54047664679,54.75952335321,0.011256202275346183,1640.6262282381745,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607006,2024-03-26,14,INDU:IND,39298.5,down,-1,38874.7679714024,39722.2320285976,2024-04-02,38874.7679714024,39722.2320285976,0.010782397002369049,2.359982093658671,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607007,2024-03-26,14,CCMP:IND,16435.51,down,-1,16135.263357798398,16735.7566422016,2024-04-02,16135.2633577984,16735.7566422016,0.018268167048153705,3.3305951156268048,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607008,2024-03-26,14,NDX:IND,18305.12,down,-1,17964.5419248392,18645.6980751608,2024-04-02,17964.5419248392,18645.6980751608,0.01860561827296414,2.9361843081879466,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607009,2024-03-26,14,SPX:IND,5209.49,down,-1,5146.807295853239,5272.17270414676,2024-04-02,5146.80729585324,5272.17270414676,0.012032407039222814,15.953364067680784,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607010,2024-03-26,14,XLF:US,41.38,down,-1,40.759793121822405,42.0002068781776,2024-04-02,40.7597931218224,42.0002068781776,0.014988083087907222,1612.3652206798688,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607011,2024-03-26,14,VTI:US,257.62,down,-1,254.562495842148,260.677504157852,2024-04-02,254.562495842148,260.677504157852,0.01186827170969651,327.06415048754303,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607012,2024-03-26,14,IWF:US,337.01,down,-1,330.56425583772,343.45574416228,2024-04-02,330.56425583772,343.45574416228,0.019126269731699397,155.14112487615026,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607013,2024-03-26,14,USMV:US,82.41,down,-1,81.5628126941146,83.2571873058854,2024-04-02,81.5628126941146,83.2571873058854,0.010280151752037447,1180.3765153856825,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607014,2024-03-26,14,RSP:US,166.2,down,-1,164.01696899845197,168.383031001548,2024-04-02,164.016968998452,168.383031001548,0.013134963908231212,458.07869851178555,2024-03-26 19:50:23,2024-03-26 19:50:00
V2024032607015,2024-03-26,14,EZU:US,50.88,down,-1,50.19804829261591,51.5619517073841,2024-04-02,50.1980482926159,51.5619517073841,0.013403138902989165,1466.37949457729,2024-03-26 19:50:23,2024-03-26 19:50:00
