trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2024080608001,2024-08-06,1,AUDCHF,0.55518,up,1,0.565662935689792,0.544697064310208,2024-08-13,0.544697064310208,0.565662935689792,0.01888204850641584,81258.69646682436,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608002,2024-08-06,6,AUDCHF,0.55518,up,1,0.565662935689792,0.544697064310208,2024-08-13,0.544697064310208,0.565662935689792,0.01888204850641584,81258.69646682436,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608003,2024-08-06,1,AUDJPY,94.1545,up,1,96.6903770016435,91.6186229983565,2024-08-13,91.6186229983565,96.6903770016435,0.026933147132038204,56968.11593285891,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608004,2024-08-06,6,AUDJPY,94.1545,up,1,96.6903770016435,91.6186229983565,2024-08-13,91.6186229983565,96.6903770016435,0.026933147132038204,56968.11593285891,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608005,2024-08-06,1,CADJPY,104.8355,up,1,107.118437265765,102.552562734235,2024-08-13,102.552562734235,107.118437265765,0.021776375996346742,63282.797846215944,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608006,2024-08-06,6,CADJPY,104.8355,up,1,107.118437265765,102.552562734235,2024-08-13,102.552562734235,107.118437265765,0.021776375996346742,63282.797846215944,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608007,2024-08-06,1,CHFJPY,169.5915,up,1,172.310213568801,166.872786431199,2024-08-13,166.872786431199,172.310213568801,0.016030954197592484,53136.574997383745,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608008,2024-08-06,1,EURJPY,157.8775,up,1,161.134979452808,154.62002054719198,2024-08-13,154.620020547192,161.134979452808,0.02063295563210721,44348.404402105996,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608009,2024-08-06,1,GBPJPY,183.319,up,1,186.940492123879,179.69750787612097,2024-08-13,179.697507876121,186.940492123879,0.019755137895575592,39891.67474788581,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608010,2024-08-06,1,NZDCHF,0.50698,up,1,0.514772974182856,0.499187025817144,2024-08-13,0.499187025817144,0.514772974182856,0.015371364122561015,109288.28069075922,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608011,2024-08-06,6,NZDCHF,0.50698,up,1,0.514772974182856,0.499187025817144,2024-08-13,0.499187025817144,0.514772974182856,0.015371364122561015,109288.28069075922,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608012,2024-08-06,1,NZDJPY,85.9815,up,1,87.9383254051335,84.0246745948665,2024-08-13,84.0246745948665,87.9383254051335,0.02275867954308186,73814.03449379689,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608013,2024-08-06,6,NZDJPY,85.9815,up,1,87.9383254051335,84.0246745948665,2024-08-13,84.0246745948665,87.9383254051335,0.02275867954308186,73814.03449379689,2024-08-06 21:50:29,2024-08-06 21:50:00
V2024080608014,2024-08-06,1,SEKJPY,13.71221,up,1,14.0141064873163,13.410313512683702,2024-08-13,13.4103135126837,14.0141064873163,0.022016617840326047,478474.9445350772,2024-08-06 21:50:29,2024-08-06 21:50:00
