trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2021090607001,2021-09-06,4,CCMP:IND,15363.5,down,-1,15167.2711137594,15559.7288862406,2021-09-13,15167.2711137594,15559.7288862406,0.012772407735255564,5.096089669356258,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607002,2021-09-06,4,NDX:IND,15652.86,down,-1,15451.8194211443,15853.9005788557,2021-09-13,15451.8194211443,15853.9005788557,0.012843696222651912,4.974120178582302,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607003,2021-09-06,4,SPX:IND,4535.43,down,-1,4495.044003466961,4575.81599653304,2021-09-13,4495.04400346696,4575.81599653304,0.008904557348043962,24.761057937048022,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607004,2021-09-06,4,VTI:US,234.29,down,-1,231.88167542377698,236.698324576223,2021-09-13,231.881675423777,236.698324576223,0.0102792461318153,415.22642332883026,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607005,2021-09-06,4,IWF:US,292.67,down,-1,289.027541541123,296.312458458877,2021-09-13,289.027541541123,296.312458458877,0.012445616082540134,274.5398502933929,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607006,2021-09-06,4,USMV:US,78.0,down,-1,77.3352800924966,78.6647199075034,2021-09-13,77.3352800924966,78.6647199075034,0.008522050096197331,1504.393036393148,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607007,2021-09-06,4,ACWI:US,105.0,down,-1,103.842809015799,106.157190984201,2021-09-13,103.842809015799,106.157190984201,0.011020866516199934,864.1615892734172,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607008,2021-09-06,14,NDX:IND,15652.86,up,1,15853.9005788557,15451.8194211443,2021-09-13,15451.8194211443,15853.9005788557,0.012843696222651912,4.974120178582302,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607009,2021-09-06,14,VTI:US,234.29,down,-1,231.88167542377698,236.698324576223,2021-09-13,231.881675423777,236.698324576223,0.0102792461318153,415.22642332883026,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607010,2021-09-06,14,ACWI:US,105.0,down,-1,103.842809015799,106.157190984201,2021-09-13,103.842809015799,106.157190984201,0.011020866516199934,864.1615892734172,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607011,2021-09-06,14,EFV:US,52.88,up,1,53.5976255436877,52.16237445631231,2021-09-13,52.1623744563122,53.5976255436877,0.013570831007709838,1393.4843997626574,2021-09-06 20:50:19,2021-09-06 20:50:00
V2021090607012,2021-09-06,14,EZU:US,51.21,down,-1,50.535808687859,51.884191312141,2021-09-13,50.535808687859,51.884191312141,0.01316522773171247,1483.2585083666386,2021-09-06 20:50:19,2021-09-06 20:50:00
