trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2021062807001,2021-06-28,4,EFA:US,79.45,up,1,80.9346328819995,77.9653671180005,2021-07-05,77.9653671180005,80.9346328819995,0.018686379886714954,673.5671910036104,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807002,2021-06-28,4,IWD:US,158.51,down,-1,155.66507644849398,161.354923551506,2021-07-05,155.665076448494,161.354923551506,0.017947912128610355,351.50329416431117,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807003,2021-06-28,4,MDY:US,491.3,down,-1,482.948379849384,499.651620150616,2021-07-05,482.948379849384,499.651620150616,0.016999023306769834,119.73724642232916,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807004,2021-06-28,4,VYM:US,104.51,up,1,106.051117310031,102.968882689969,2021-07-05,102.968882689969,106.051117310031,0.014746122955037855,648.8798701377773,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807005,2021-06-28,4,DVY:US,116.74,up,1,118.447362962514,115.03263703748598,2021-07-05,115.032637037486,118.447362962514,0.01462534660368342,585.6985432831179,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807006,2021-06-28,4,EZU:US,49.79,up,1,50.5865947837905,48.993405216209496,2021-07-05,48.9934052162095,50.5865947837905,0.015999091861628845,1255.343394594703,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807007,2021-06-28,8,XBI:US,138.0,flat,0,142.971015084976,133.028984915024,2021-07-05,133.028984915024,142.971015084976,0.036021848441855076,201.16615679206453,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807008,2021-06-28,14,CCMP:IND,14495.9,down,-1,14303.946626821999,14687.853373178,2021-07-05,14303.946626822,14687.853373178,0.013241907931070163,5.209598474066365,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807009,2021-06-28,14,VTI:US,222.65,down,-1,220.191297057654,225.108702942346,2021-07-05,220.191297057655,225.108702942346,0.01104290564718613,406.718511121088,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807010,2021-06-28,14,IWF:US,271.1,up,1,274.944200087713,267.25579991228705,2021-07-05,267.255799912287,274.944200087713,0.014180007700896224,260.1321411953171,2021-06-28 20:50:20,2021-06-28 20:50:00
V2021062807011,2021-06-28,14,ACWI:US,101.45,down,-1,100.192094335384,102.707905664616,2021-07-05,100.192094335384,102.707905664616,0.012399267270734482,794.9721732950927,2021-06-28 20:50:20,2021-06-28 20:50:00
