execution_time_id,strategy,instrument_id,date_trade,timestamp_signal,timestamp_px,price_entry,range_up,range_dn,predict,pair,ticker,ccy,asset,asset_class,use_for_training,use_for_trading,use_for_trading_ib,market,market_id,execution_time,calendar_id,region_id,tz_open_id,tz_close_id,time_open,time_close,execution_time_tz_close,region,code,buy_sell,fx,target,stop_loss,pnl_tgt_ccy_1,tp_pct,notional_for_1k_pnl,trade_id,date_exit_latest
9,8,16,2020-12-21,2020-12-22 05:50:59,2020-12-22 05:50:21,23052.0,25096.9594648372,21007.0405351628,up,BTCUSD,BTCUSD,USD,Bitcoin,fx_em,1,1,1,America_Bitcoin,1,2020-12-23 05:50:00,0,3,37.0,13,06:00:00,20:00:00,16:50:00,America,BTC,1,23052.0,25096.9594648372,21007.0405351628,0.04338018393197987,0.08871071771808081,0.48900724791609057,V2020122109001,2020-12-28
9,11,16,2020-12-21,2020-12-22 05:50:59,2020-12-22 05:50:21,23052.0,25096.9594648372,21007.0405351628,up,BTCUSD,BTCUSD,USD,Bitcoin,fx_em,1,1,1,America_Bitcoin,1,2020-12-23 05:50:00,0,3,37.0,13,06:00:00,20:00:00,16:50:00,America,BTC,1,23052.0,25096.9594648372,21007.0405351628,0.04338018393197987,0.08871071771808081,0.48900724791609057,V2020122109002,2020-12-28
9,10,12,2020-12-21,2020-12-22 05:50:59,2020-12-22 05:50:21,1.0682,1.0777192841938,1.0586807158062,flat,AUDNZD,AUDNZD,NZD,Australian Dollar,fx_dm,1,1,1,America_FX,5,2020-12-23 05:50:00,0,3,37.0,13,06:00:00,17:00:00,16:50:00,America,AUD,0,0.7583,1.0777192841938,1.0586807158062002,1318.7392852433074,0.008911518623665904,147981.43177765384,V2020122109003,2020-12-28
9,14,39,2020-12-21,2020-12-22 05:50:59,2020-12-22 05:50:21,1.72485,1.740694311479,1.709005688521,up,EURNZD,EURNZD,NZD,Euro,fx_dm,1,1,1,America_FX,5,2020-12-23 05:50:00,0,3,37.0,13,06:00:00,17:00:00,16:50:00,America,EUR,1,1.223525,1.740694311479,1.709005688521,817.3106393412477,0.009185906878279138,88974.40940467714,V2020122109004,2020-12-28
