trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2021052007001,2021-05-20,4,XRT:US,90.99,up,1,94.2940874011988,87.6859125988012,2021-05-27,87.6859125988012,94.2940874011988,0.03631264316077365,302.65543206792245,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007002,2021-05-20,4,IWN:US,162.55,down,-1,156.98448102347604,168.115518976524,2021-05-27,156.984481023476,168.115518976524,0.03423881252860017,179.6777630654253,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007003,2021-05-20,4,IWD:US,159.16,up,1,162.323703406402,155.996296593598,2021-05-27,155.996296593598,162.323703406402,0.019877503181716438,316.0852556457808,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007004,2021-05-20,4,IJH:US,268.15,up,1,274.425648815617,261.87435118438293,2021-05-27,261.874351184383,274.425648815617,0.023403501083785416,159.3460739089611,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007005,2021-05-20,4,MDY:US,489.55,up,1,500.801344370109,478.298655629891,2021-05-27,478.298655629891,500.801344370109,0.02298303415403735,88.87826797450636,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007006,2021-05-20,4,VTV:US,138.87,down,-1,136.454419209711,141.285580790289,2021-05-27,136.454419209711,141.285580790289,0.017394547348520195,413.9791159211695,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007007,2021-05-20,4,IJR:US,109.97,down,-1,106.650960503911,113.289039496089,2021-05-27,106.650960503911,113.289039496089,0.03018131759651732,301.2919855814762,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007008,2021-05-20,4,VYM:US,106.41,down,-1,104.49727619952799,108.322723800472,2021-05-27,104.497276199528,108.322723800472,0.017975038064768523,522.8146373005982,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007009,2021-05-20,4,DVY:US,120.9,down,-1,118.68101454622501,123.118985453775,2021-05-27,118.681014546225,123.118985453775,0.018353891263647615,450.6564016896882,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007010,2021-05-20,12,ACWI:US,99.36,up,1,101.222366476746,97.497633523254,2021-05-27,97.4976335232536,101.222366476746,0.018743623960809197,536.9512458940081,2021-05-20 20:50:19,2021-05-20 20:50:59
V2021052007011,2021-05-20,12,EZU:US,50.08,flat,0,51.2251946611755,48.934805338824496,2021-05-27,48.9348053388245,51.2251946611755,0.02286730553465466,873.2139905136585,2021-05-20 20:50:19,2021-05-20 20:50:59
