trade_id,date_trade,strategy,ticker,price_entry,predict,buy_sell,target,stop_loss,date_exit_latest,range_dn,range_up,tp_pct,notional_for_1k_pnl,timestamp_px,timestamp_signal
V2025041607001,2025-04-16,6,INDU:IND,39529.61,flat,0,41269.827900727,37789.392099273,2025-04-23,37789.392099273,41269.827900727,0.04402314874158897,0.5746406812516034,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607002,2025-04-16,6,CCMP:IND,16115.6,flat,0,17180.3033591023,15050.8966408977,2025-04-23,15050.8966408977,17180.3033591023,0.06606662855260126,0.9392287452188982,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607003,2025-04-16,6,NDX:IND,18013.73,flat,0,19159.8755714678,16867.5844285322,2025-04-23,16867.5844285322,19159.8755714678,0.06362622130273965,0.8724895204361865,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607004,2025-04-16,6,RTY:IND,1845.65,down,-1,1744.3596016202803,1946.94039837972,2025-04-23,1744.35960162028,1946.94039837972,0.05488061028890634,9.872604076954806,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607005,2025-04-16,6,SPX:IND,5230.46,down,-1,4967.02258757854,5493.89741242146,2025-04-23,4967.02258757854,5493.89741242146,0.05036601224776782,3.7959680472421,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607006,2025-04-16,6,XLF:US,46.49,flat,0,49.4436485638719,43.5363514361281,2025-04-23,43.5363514361281,49.4436485638719,0.06353298696218324,338.5643140594605,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607007,2025-04-16,6,VTI:US,257.36,flat,0,271.026524492099,243.69347550790104,2025-04-23,243.693475507901,271.026524492099,0.05310275292236155,73.17149291161262,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607008,2025-04-16,6,EEM:US,41.51,flat,0,43.608596994289,39.411403005710994,2025-04-23,39.411403005711,43.608596994289,0.05055642000214422,476.50883076709766,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607009,2025-04-16,6,EFA:US,80.03,flat,0,84.3421249413728,75.7178750586272,2025-04-23,75.7178750586272,84.3421249413728,0.05388135625856294,231.9042267086175,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607010,2025-04-16,6,XBI:US,74.31,flat,0,79.536361409101,69.083638590899,2025-04-23,69.083638590899,79.536361409101,0.07033187201051017,191.3377054749091,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607011,2025-04-16,6,XRT:US,64.59,flat,0,69.2849874040666,59.89501259593341,2025-04-23,59.8950125959334,69.2849874040666,0.07268907577127415,212.993116687351,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607012,2025-04-16,6,IWD:US,175.09,flat,0,183.197644336077,166.98235566392302,2025-04-23,166.982355663923,183.197644336077,0.04630558190688783,123.34038822475847,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607013,2025-04-16,6,USMV:US,89.47,flat,0,92.9807132074486,85.9592867925514,2025-04-23,85.9592867925514,92.9807132074486,0.03923899863025149,284.84240691558705,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607014,2025-04-16,6,ACWI:US,110.63,flat,0,116.082782676046,105.177217323954,2025-04-23,105.177217323954,116.082782676046,0.04928846312976587,183.39260143137315,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607015,2025-04-16,6,IJH:US,54.03,down,-1,50.7887523815154,57.2712476184846,2025-04-23,50.7887523815154,57.2712476184846,0.059989776392459726,308.52317308220233,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607016,2025-04-16,6,MDY:US,493.99,flat,0,523.803344515189,464.176655484811,2025-04-23,464.176655484811,523.803344515189,0.060352121531182856,33.542026775645034,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607017,2025-04-16,6,RSP:US,160.53,flat,0,168.417060073036,152.642939926964,2025-04-23,152.642939926964,168.417060073036,0.049131377767619666,126.78995604696436,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607018,2025-04-16,6,VEA:US,50.06,flat,0,52.8510108867914,47.268989113208605,2025-04-23,47.2689891132086,52.8510108867914,0.05575331375931669,358.2931205078965,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607019,2025-04-16,6,VTV:US,160.65,flat,0,168.1515807674,153.14841923260002,2025-04-23,153.1484192326,168.1515807674,0.04669518062496092,133.3052367236722,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607020,2025-04-16,6,IJR:US,94.74,flat,0,100.762782728684,88.71721727131599,2025-04-23,88.7172172713156,100.762782728684,0.06357169863504342,166.03620702394184,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607021,2025-04-16,6,VYM:US,119.98,flat,0,126.121081600051,113.83891839994901,2025-04-23,113.838918399949,126.121081600051,0.05118421070220869,162.83776460350168,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607022,2025-04-16,6,DGRO:US,57.65,down,-1,54.909298440105395,60.3907015598946,2025-04-23,54.9092984401054,60.3907015598946,0.04754035663303724,364.8700809432379,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607023,2025-04-16,6,DVY:US,123.96,flat,0,129.614997659729,118.30500234027099,2025-04-23,118.305002340271,129.614997659729,0.04561953581581957,176.83473277474766,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607024,2025-04-16,6,EZU:US,52.84,flat,0,56.146611906981,49.533388093019006,2025-04-23,49.533388093019,56.146611906981,0.06257781807306961,302.4243631037486,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607025,2025-04-16,11,VTI:US,257.36,flat,0,272.734840053612,241.98515994638802,2025-04-23,241.985159946388,272.734840053612,0.059740597037659215,65.04132703254186,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607026,2025-04-16,11,XBI:US,74.31,flat,0,80.1896565852387,68.43034341476131,2025-04-23,68.4303434147613,80.1896565852387,0.07912335601182474,170.07796042213968,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607027,2025-04-16,11,RSP:US,160.53,flat,0,169.402942582166,151.657057417834,2025-04-23,151.657057417834,169.402942582166,0.05527279998857537,112.70218315285058,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607028,2025-04-16,11,VYM:US,119.98,flat,0,126.888716800058,113.071283199942,2025-04-23,113.071283199942,126.888716800058,0.0575822370399901,144.74467964754365,2025-04-16 20:50:46,2025-04-16 20:50:00
V2025041607029,2025-04-16,11,DGRO:US,57.65,flat,0,60.7332892548814,54.5667107451186,2025-04-23,54.5667107451186,60.7332892548814,0.05348290121216648,324.3289608384362,2025-04-16 20:50:46,2025-04-16 20:50:00
